,0,Labels
7098,"e este lugar la Alhóndiga de Granaditas, la famosa Universidad de Guanajuato...",4
7099,"El Teatro abre a partir de las17:00 horas, es un lugar hermoso desde la fachada, en el interior se pueden apreciar detalles que ",4
7100,"lo hacen lucir, el salón fumador, la cantina, las gradas y el escenario, todo enmarcado con bellos y coloridos detalles, si quie",4
7101,ren usar cámara de fotos o video deben pagar una cuota extra.,4
7102,"Está muy cerca del hotel Insurgente Allende, encuentras de todo lo típico de Guanajuato, los souveniers, baratos y caros para to",4
7103,dos los gustos.,4
7104,"No tuve la fortuna de entrar a la catedral debido al tiempo del que disponía, pero lo poco que pude observar fue magnífico.",4
7105,"Si deseas ver un jardin cuidado, hermoso y tranquilo, éste es. Si vas en época de frío y/o lluvia no lo recomiendo ya que la hum",4
7106,edad es muy grande. Lindo lugar en medio de tanto ruido. ¡Me encantó!,4
7107,"Si bien el museo casa Diego Rivera te llevará a recordar a uno de los mejores pintores muralistas de nuestro país, sus espacios,",4
7108, su forma de vida... Tener la oprtunidad de observar sus obras originales es realmente único. A los amantes del arte no se lo pu,4
7109,"eden perder. 
Quien vaya con niños hay una biblioteca donde estos pequeños acompañados de un adulto pueden esperar.",4
7110,"Impresionado excelente información de parte del lugar, realmente me gustó. Te cobran por ingresar tu cámara así como tomar fotos",4
7111," con tu cel. Llevar zapatos comódos, la temperatura al interior es fresca por lo de la coservación así que lleva algo ligero de ",4
7112,manga larga y el acceso pues la mayoría de los tours te deja en la puerta pero a dos cuadras pasa el transporte urbano para pode,4
7113,"r ir al centro si eligiste ir por tu cuenta es un punto turístico que no debes dejar pasar, animáte.",4
7114,"La fachada de la universidad es hermosa, las escaleras perfectas para tomar una foto tanto de día como con la increíble iluminac",4
7115,ión nocturna.,4
7116,Cuando lo visitas te das cuenta de todo el trabajo y la cultura que tenía Porfirio Díaz. esta super ubicado enfrente del Jardín ,4
7117,Principal.,4
7118,Que bueno que los habitantes de nuestro pais puedan ver la obra de este personaje que era super reconocido en el mundo y por los,4
7119, mas conocedores y ricos del mundo,4
7120,Sin duda fue uno de los lugares que más me gustó en Guanajuato. Tomar el funicular por sólo $15 pesos para ver una vista impresi,4
7121,onante. Volvería ir sin dudas.,4
7122,"Un museo con mucha historia, excelente visita, la vista, la explicacion e historia de México hace un lugar que no puedes dejar d",4
7123,e visitar en Guanajuato.,4
7124,Es un lugar para disfrutar en pleno centro la vida cotidiana de la ciudad. ademas por alla se mueve todo el ritmo turistico de l,4
7125,a ciudad.,4
7126,Un lugar majestuoso para visitar para los amantes de la historia sin duda Guanajuato. ¡El mejor lugar!,4
7127,Un lugar lleno de tradición estudiantil pero a la vez manteniéndose a la vanguardia. Recorrer sus patios y pasillos será una exp,4
7128,eriencia que nunca olvidarás.,4
7129,"Es el mejor lugar para reunirse tomar una copa,comer y tener una vista increíble. Aquí puedes encontrar hoteles, restaurantes y ",4
7130,"por las noches disfrutar de música y disfrutar tanto en familia como con amigos, siempre hay algo que ver y disfrutar.",4
7131,Este lugar es mágico bueno para los que tenemos parejas las cuales si vienen a Guanajuato tienen que ir hay es recomendable ir c,4
7132,on las estudiantinas que hacen que el recorrido sea divertido y muy agradable al final pasan a ese callejón donde te tienes que ,4
7133,dar el beso de amor.,4
7134,En la exposición se revive el origen de Diego Rivera y se aprecia el estilo de vida en sus primeros años. Además se exhiben obra,4
7135,s de arte por época y los distintos movimientos artísticos por los cuales fue evolucionando. Inevitablemente debes de apreciar s,4
7136,u obra llamada post guerra.,4
7137,"Un lugar bohemio para conocer la gastronomía, las estudiantinas, mariachis y grupos Además de encuentro de estudiantes, fámilias",4
7138, y amigos.,4
7139,Muy tradicional gran sabor de provincia enciontre objetos coleccionables para mia memorabilia personal.,4
7140,"Un lugar para pasear un rato o sentarte solamente a disfrutar de la música, en la sobra bajo uno de los bellos arboles, alrededo",4
7141,r puedes encontrar restaurantes y si te gusta la fiesta también hay variedad de músicos :D,4
7142,Para mí es uno de los lugares mas bellos en su arquitectura y el interior se me hace muy sobrio y acorte con la región.,4
7143,"La vista es increíble, lo recomiendo para empezar la visita a Guanajuato.",4
7144,Curioso museo con espectácular estado de conservación de las momias de todos los tamaños y edades. La verdad es que impone en al,4
7145,gunos momentos.,4
7146,Un mercado colorido y bonito. Todo dividido por areas y la gente muy amable. A comparacion del mercado de mi ciudad (Campeche) e,4
7147,sta bellisimo y limpio. ¡Me encanta!,4
7148,"Un lugar para ir con la familia y tomar algún refrigerio, y disfrutar el jugar con tus hijos muy amplio y muy bonito.",4
7149,"Es impresionante las historias de varias de las personas que están expuestos sus cuerpos.
Lo que hace que se mantengan los cuerp",4
7150,"os momificados es la tierra y sus propiedades de esa zona.
Es un lugar que no se tiene que dejar de visitar en la ciudad.
El cos",4
7151,"to de acceso es económico.
Estoy 100 %de acuerdo que ahora esten resguardadas ya que la gente maltrataba los cuerpos cuando se e",4
7152,"ncontraban expuestos.
Muy cerca de la alhondiga de Granaditas.
Se puede llegar llegando caminando del centro",4
7153,Una parada obligada si de callejoneada andas en Guanajuato capital. Sin duda la arquitectura de la Universidad es fantástica,4
7154,"Tiene razón la gente que nos da el tour, no puedes cobrar por un servicio tan deficiente, son 15 minutos de trayecto, desean cob",4
7155,rarte por tomar fotos y por un guía que en realidad no son costeables. Desearía que fuera un museo con todas las características,4
7156," que debe de tener uno... la verdad no me gustaron las instalaciones... tienen pobre iluminación, si lo hacen para que nos de mi",4
7157,"edo es un fracaso, inviertan en una decoración.",4
7158,"Un area verde muy bonita en Guanajuato, rodeada de los chicos de la callejoneada y sobre todo por sus increíbles mariachis! ❤️❤️",4
7159,❤️,4
7160,"El teatro es una mezcla de estilos, clásico, mudéjar, con toques de art noveau y otras influencias. Aun cuando no se asista a un",4
7161,"a función, es indispendsable conocerlo si se visita Guanajuato. La librería a la entrada ofrece una variada selección de libros ",4
7162,"de arte y literatura sobre la ciudad y el estado, editados por los organismos de la Universidad, organismos privados y el Estado",4
7163,", que por si solo justifica entrar.",4
7164,Nosotros contábamos con un guía llamado Angel Hdz. (grillo) él nos llevó en nuestro vehículo a éste lugar y nos explicó detallad,4
7165,"amente detalles de la historia que, aún que trabajo como maestra ignoraba, ya que solo los lugareños conocen.",4
7166,Existen varias historias que suenan lógicas que pueden ser ciertas y te puedes envolver en el romantisismo de la historia o cont,4
7167,emplar lo accidentado del terreno y la construcción.,4
7168,"No obstante la belleza del sitio, resaltando aún mas a través de la información e historias de guías tan completos y atentos. da",4
7169,"tos históricos reales, historias maravilloses y la capacidad de trasladarte a la época del porfiriato dentro del teatro. muy rec",4
7170,omendable la visita con guía del lugar.,4
7171,"De los mejores edificios históricos que he visitado, los detalles de la decoración, el guia y su explicación, por un momento te ",4
7172,transporta a la época.,4
7173,Tuvimos una experiencia hermosa por la exposición de altísimo¡¡¡¡,4
7174,"Muy bonito ya que fue parte de una callejoneada que 
estuvimos realizando y fue el último
sitio de una hermosa ciudad que tiene ",4
7175,"muchos atractivos
por conocer y visitar a los alrededores",4
7176,"Es muy bonita la casa y se exponen algunas obras muy buenas, que te invitan a conocer más en profundidad al artista.",4
7177,Es un punto muy turístico que hay que conocer definitivamente en la ciudad capital. Es de lo más emblemático de Guanajuato.,4
7178,"El lugar es de época, te transporta a lo que se vivía al finalizar el año 1800 e iniciar el 1900. Es hermoso en cuanto a arquite",4
7179,ctura con gran trascendencia y tiene guías muy preparados. Lo único malo es que al ingresar la información del recorrido no es c,4
7180,lara. Pero es uno de mis sitios favoritos para volver.,4
7181,Las 5 estrellas las dan la vista tan espectacular de Guanajuato. Parece un cuadro. Desde este monumento/mirador se ven todas los,4
7182," lugares más importantes de Guanajuato como la Basílica, el Jardín, la Universidad, el Teatro Juárez, la Alhóndiga de Granaditas",4
7183,", la Plaza de la paz, etc. Horrible, eso sí, la cantidad de chicles pegados en la cabeza del pobre Pípila... deberían quitarlos ",4
7184,porque no es nada cool.,4
7185,"Excelente vista de la ciudad de Guanajuato, venta de artesanías, paseo en funicular, escaleras para los deportistas y acceso en ",4
7186,carro.,4
7187,"Antiguo almacén de granos es de gran importancia en la Independencia de México, en el se gestó la primera batalla insurgente y c",4
7188,"on ello el origen de la Independencia. Actualmente aloja al Museo Regional de Guanajuato el cual investiga, conserva, promueve, ",4
7189,"preserva y difunde el acervo cultural, arqueológico, histórico de la Independencia de nuestro país. Abierto de Martes a sábado d",4
7190,e 10 a 18 horas. Domingos de 10 a 15 horas. Los domingos el acceso no tiene costo para los turistas nacionales. En la explanada ,4
7191,montan diversos espectáculos durante el Festival Internacional Cervantino.,4
7192,Este callejón tiene su leyenda durante la colonia y para las parejas es obligado ir a besarse en el tercer escalón del callejón ,4
7193,así que tienen que ir.,4
7194,"Una de las Universidades más antiguas y bellas de México, en dónde a través del maestro de música Don Isidro Carrillo, se dió in",4
7195,"icio al concepto de las Estudiantinas, grupos de jovenes elegantemente encapados, que integraban sus voces románticas para darle",4
7196," ese toque especial, que hasta hoy día mantiene la hermosa capital de Guanajuato. No duden en visitar la Universidad con sus her",4
7197,"mosas y largas escalinatas, un edificio de arquitectura invaluable.",4
7198,Siempre qué pasó por Guanajuato es una parada obligatoria para una buena fotografía fuera de esta fachada tan colorida.,4
7199,"Algo que no puedes dejar de visitar, tiene descuentos para alumnos y maestros, y la verdad ha mejorado mucho, lo visite hace 10 ",4
7200,años y 2 veces más desde entonces y ha mejorado mil.,4
7201,"Excelente lugar, muy bonito pero son bastante escalones por subir jaja de ahí en mas, vale la pena conocer y tomar muchas fotos.",4
7202,"Lindo lugar para pasar el rato y comer algo de cualquier presupuesto, desde elotes y dorilocos hasta restaurantes de alta calida",4
7203,d. Se disfruta de un ambiente de estudiantina y con una vista al Teatro Juárez. Diría yo el corazón de la ciudad de Guanajuato.,4
7204,"Un lugar lleno de ambiente, por las noches es el lugar de partida de las callejoneadas. Es ahí donde podemos apreciar la arquite",4
7205,"ctura del teatro Juárez, y se encuentran rodeados de excelentes opciones para comer, a mi personalmente me gusta Casa Valadez. T",4
7206,ienen que ir a Guanajuato.,4
7207,"edificio muy bonito, excelente para tomarse las fotos, gran historia de este lugar, bueno, en si, todo guanajuato es de gran his",4
7208,"toria, pero este edificio es imperdible, lo malo es que no pudimos entrar, no nos dejaron.",4
7209,Una atracción súper interesante para niños y adultos. Museo de la momias que no lo son técnicamente pero si son cadáveres deshid,4
7210,ratos por un proceso único gracias al clima seco de la zona.,4
7211,"De los mejores recintos en que he estado, aparte de su estructura e increíble decoración.",4
7212,"Cuenta con una panorámica inigualable de la ciudad desde el lugar donde se encuentra. El lugar tratan de mantenerlo limpio, segu",4
7213,"ro, para tratar de seguir incentivando el turismo.",4
7214,Uno de los teatros que Porfirio Díaz hizo construir y que inauguró meses antes de la Revolución. Decoración fastuosa y a la vez ,4
7215,"muy mexicana. Suele haber espectáculos gratuitos. Estén atentos, que basta ponerse en fila, pero antes recoger el boleto en la v",4
7216,entanilla.,4
7217,"Se encuentra en el corazón de la ciudad, frente al teatro Juarez, tiene todo para que te pases una tarde muy agradable, escuchan",4
7218,do todo tipo de música y un excelente ambiente,4
7219,"Hermosa como toda basílica sin lugar a duda, su arte barroco es impresionante por fuera y por dentro, es imponente y de noche pa",4
7220,"rece que fuere un edificio hecho de oro con una iluminación que la hace ver de ensueño, es una lugar que en el centro de Guanaju",4
7221,"ato debe visitar forzosamente y dar gracias al creador, aquí les dejo unas foto por la noche en nuestra camino a la Trattoria de",4
7222, Elena para cenar...,4
7223,Es un lugar espectacular tanto por el día como por la noche es increíble los callejones es una ciudad hermosas. Su arquitectura ,4
7224,es bellísima y esta super iluminado que lo hace mas atractivo.,4
7225,"Una visita que no puedes dejar de hacer cuando vayas a Guanajuato, un lugar hermoso, con mucha historia y que junto con los guía",4
7226,"s te hará viajar en el tiempo al porfiriato, lleva cámara valdrá la pena.",4
7227,"Es una lugar muy lindo para caminar, comer y aprender de la historia de México y de Guanajuato. La arquitectura de la ciudad y s",4
7228,u ubicación es unica.,4
7229,"Guanajuato es una ciudad pequeña, es como un tazón entre montañas, sin embargo está llena de edificaciones coloniales majestuosa",4
7230,"s. Este lugar, es el mejor lugar de la ciudad para apreciar todas las construcciones desde la altura. La vista es impresionante,",4
7231, para tomar fotos es excepcional. Simplemente no se puede dejar de visitar.,4
7232,"Un lugar hermoso para conocer en Guanajuato. Cualquier visitante puede entrar al teatro y sentarse en las butacas, a pesar de es",4
7233,o lo conservan muy bien! Limpio y sin vandalismo. Perfecto para fotografiar y admirar.,4
7234,"Una bella panorámica de Guanajuato, disfrutas un buen rato y puedes disfrutar una rica michelada del Jarocho y descender hasta e",4
7235,l centro histórico desde su funicular. Muy grata experiencia.,4
7236,"Es un lugar imperdible si visitas Guanajuato, fue inaugurado a principios del siglo pasado por Don Porfirio Díaz, la elegancia y",4
7237, clase del teatro es admirable.,4
7238,"Realmente hermoso subir para disfrutar de una vista divina de la ciudad, relajarte disfrutando de una nieve o de una guacamaya y",4
7239," escuchar sobre su historia, el monumento también tiene acceso para disfrutar de una vista aún mas espectacular.",4
7240,"Visitarla y tomar una foto del recuerdo es hermosa, y con la iluminacion de noche, ¡Mejor! Es realmente grande.",4
7241,Definitivamente por el valor histórico es una visita qué hay que hacer. Además su arquitectura y el museo también valen la pena.,4
7242,"Excelente Lugar de esparcimiento, rodeado de excelentes restaurantes, justo enfrente del Teatro Juarez.",4
7243,"Me encanto mi reto era subir por esas escaleras,pues me da vertigo y lo logre aunque ala mitad me dio el vertigo. Pero hay la op",4
7244,cion de bajar por otras partes jajajaja.,4
7245,"La casa natal del pintor, se pueden encontrar obras suyas de diferentes etapas creativas. Tiene, además, excelentes exposiciones",4
7246, temporales de artistas contemporáneos.,4
7247,"Una experiencia que no se deben perder, ya que se puede apreciar la hermosa ciudad de Guanajuato desde las alturas. Además de po",4
7248,der subir hasta este monumento por el funicular que es otra experiencia que no se deben de perder.,4
7249,"Muy bonito, la explicación es extraordinaria y hay que dar una propina al final, vale la pena el recorrido al 100%",4
7250,La leyenda cuenta que los enamorados (ella rica y él pobre) se veían en este callejónestrecho y se podía besar porque las ventan,4
7251,"as casi se tocan. Conviene darle la vuelta para verlo desde arriba y bajarlo, mejor que subirlo. Las fotos lucen mucho más con u",4
7252,na vista preciosa de casas antiguas y flores por doquier. Está en el centro. Se puede ir facilmente caminando de cualquier punto,4
7253, centríco.,4
7254,"Si vas a Guanajuato es un lugar imperdible, no se arrepentirán de la hermosa vista que ofrece el lugar, eso si, necesitan ir bie",4
7255,"n hidratados para subir todos esos escalones, no lleguen en coche porque es parte de la experiencia.",4
7256,En el balcón de Ana también puedes subir y tomarte fotos. Hay gente que te cuenta la historia y te tienes que tomar tu foto en e,4
7257,l tercer escalón de abajo para arriba.,4
7258,"Es sin duda una de las edificaciones más hermosas de Guanajuato, arquitectónicamente la Universidad te deja maravillado, por su ",4
7259,"estructura totalmente colonial, además de la espectacular vista que puedes tener de la ciudad desde la parte superior, de día o ",4
7260,de noche definitivamente vale la pena visitarla.,4
7261,"Me encanta este lugar! Alegre, dicharachero, bonito, limpio. Puedes tomar café y comer en forma, o simplemente sentarte relajada",4
7262,mente a ver pasar a la gente…,4
7263,El edificio de la Universidad de Guanajuato es muy bonito! Vale la pena visitar el edificio y si se puede entrar y visitar el in,4
7264,terior.,4
7265,Ufff un lugar padrísimo para ir en parejas pues cuenta la leyenda que debes besar a tu novia ahí para que su amor perdure toda l,4
7266,a vida es un increíble lugar tienen que visitarlo estoy encantado por ese lugar.,4
7267,"Es un verdadero mercado en Guanajuato, y no dejar de comprar Catrinas que están super económicas y lindas",4
7268,"Edificios dignos de explorar y de admirar. Entrando por el portón mas cercano al Templo de la Compañía, hay un patio, y a la izq",4
7269,"uierda, una escalinata y un templo muy bonito. Por la entrada principal, a la derecha hay un Museo Alfredo Dugés de Historia Nat",4
7270,"ural. Muy interesante. Hay que tomarse tiempo para admirar la arquitectura, y para tomar muchas fotos.",4
7271,"Lo disfrute mucho al amanecer, es una vista hermosa de la ciudad. Puedes bajar caminando al centro de la ciudad en un trayecto d",4
7272,e diez minutos por escaleras y callejones.,4
7273,"La casa donde nació Diego Rivera convertida en museo sobre su vida y su obra, en la planta baja se conservan los muebles y perte",4
7274,"nencias familiares, en los pisos superiores algunas pinturas y dibujos.",4
7275,Aunque el lugar es muy concurrido no debe dejar de visitarse. Recomiendo que lo visiten por el día. ¿Lo malo? es que no hay algu,4
7276,"ien que pueda tomarte una foto del recuerdo, sólo hay una persona que las toma y las da muy caras. Recomiendo que lo caminen des",4
7277,"de su inicio hasta el final, si lo visitan por la mañana y les gusta caminar, pueden llegar al Pípila.",4
7278,"En realidad el mayor atractivo es conocer su uso como bodega de granos de los acaparadores agrícilas de los siglos, XVII, XVII y",4
7279," principios de XIX, y en el movimiento de independencia, el hecho histórico de heroísmo que ahí se desarrolló. Su area externa e",4
7280,s bonita.,4
7281,"La Universidad de Guanajuato te ofrece un servicio de calidad, son personas muy respetuosas y atentas al visitante.",4
7282,Un excelente lugar para observar casi todos los puntos más importantes de la ciudad desde la universidad hasta las minas. Subir ,4
7283,a la cabina por la parte de atrás del monumento al pupila no vale la pena.,4
7284,"Es un lugar obligado de visitar, sentarte en las escaleras y ver a la gente caminar. La acústica es buena, ver una obra de teatr",4
7285,o y en cervantino encuentras eventos todos los días. Toma una visita guiada.,4
7286,"Es un pequeño callejón dónde es tradición darse un beso y dejar un candando con su nombre, además los habitantes te cuentan la h",4
7287,istoria por una propina y te toman foto del beso.,4
7288,"El guía es muy bueno, una clase de historia excelente y entretenida, se merece una buena propina. Recomendado 100%",4
7289,Un excelente lugar para visitar el museo de las momias no olviden de visitarlo en sus vacaciones en Guanajuato.,4
7290,"Muy interesante. Aunque nos comentaron que falta la mitad de la colección tiene las principales momias o las más famosas, aún as",4
7291,í es de ley conocer este museo.,4
7292,"Excelente vista de la ciudad, es un lugar imperdible y de gran belleza, perfecto para la foto del recuerdo.",4
7293,"Recomiendo visitar el jardín, en las fiestas de semana santa sobre todo el día de las flores, mucha tradición e historia, los gu",4
7294,anajuatenses buscamos revivir y conservar las tradiciones.,4
7295,"Imperdible en la visita, desde aquí se aprecia todo el centro histórico y la extensión de la ciudad, y es excelente para tomarse",4
7296, fotografías con la ciudad de fondo.,4
7297,Nos sorprendió la conservación de todas las momias y leer todas las causas de muerte de todas estas momias y como se mantuvieron,4
7298, en perfecto estado su piel. Gracias muy divertido.,4
7299,Es increíble ver el museo te sientes parte de la historia imaginar que en esos cuartos se escondían los Españoles e imaginar com,4
7300,o fue esa batalla simplemente mágico.,4
7301,"Sin duda uno de los más hermosos teatros de México. Aunque cerrado al público el día lunes, su fachada es, sin duda, el objetivo",4
7302, de las cámaras; contemplando las musas al pie y altura del teatro.,4
7303,"su color,su interior,su exterior. toda la basílica es hermosa. en la noche la iluminan y s eme muy bonita también. me gusto much",4
7304,ísimo,4
7305,"Si las paredes hablaran, que diria este edificio, no a sido remodelado por fuera, puedes ver las ""cicatrices"" de la historia de ",4
7306,Mexico y su independencia.,4
7307,El museo por su historia y el guía cuenta la historia muy bien y entretenida para todas las edades un lugar que deben de visitar,4
7308,.,4
7309,"La visita al Pípila es muy bonita, sobretodo por las imágenes de la ciudad, también tomarse una foto con el fondo de la estatua ",4
7310,es interesante. Realmente es recomendable visitarlo.,4
7311,"Un lugar mágico, con su leyenda hace que este lugar sea muy especial, además de que son súper bonitas las casas llenas de color.",4
7312,Es un monumento maravilloso con una gran vista de la ciudad en donde puedes además de admirar ese monumento varios puntos import,4
7313,antes de la ciudad.,4
7314,"Ir a este lugar es algo que tienes que hacer, es parte de la 
historia de Gto. La foto del recuerdo la tienes que llevar.",4
7315,"Me encanta la arquitectura que tiene este teatro, es simplemente hermosa y más bello aún por las noches, principalmente por los ",4
7316,"acabados y la iluminación con la que cuenta Altamente recomendable y no sólo para visitarlo, sino, para disfrutar de bellos espe",4
7317,ctáculos.,4
7318,"La Alhóndiga de Granaditas es un punto clave de la historia de México, ya que aquí se dio la primera batalla de la independencia",4
7319,. Y también fue aquí donde estuvieron expuestas las cabezas de los iniciadores de la lucha como un escarmiento para el resto de ,4
7320,"la población.

El edificio fue construido hacia el final de la colonia como un depósito de granos y centro de distribución.

Es ",4
7321,prácticamente hermético hacia el exterior pero tiene un muy bonito patio interior hacia el que dan gran cantidad de salones. En ,4
7322,"los muros principales se encuentran los rostros en Bronce de los iniciadores de la independencia de México, así como una breve r",4
7323,eseña de su papel en la lucha por separarse de España. La independencia fue un proceso trágico y tortuoso que incluso estuvo a p,4
7324,"unto de no poderse realizar al ser derrotados y asesinados prácticamente todos sus líderes

Así que entrar en este recinto por d",4
7325,"onde caminaron Hidalgo , Allende Aldama, Abasolo, Jiménez y muchos otros nos debe remontar a un pasado, qué es al mismo tiempo g",4
7326,"lorioso y trágico.

En el segundo piso, se haya un museo que ilustra diferentes épocas de México: desde las culturas precolombin",4
7327,"as hasta la revolución

Me parece muy notable la colección de sellos prehispánicos que se encuentra en la planta alta. De algún ",4
7328,"modo, indica la habilidad que existía en el mundo prehispánico para decorar y los orígenes de una actividad industrial.",4
7329,"Éste lugar lo visito con frecuencia, en el encuentras restaurantes, cafés, bares, heladerías, mariachis, norteños, bandas, vende",4
7330,dores ambulantes… DE TODOOOOO!!! MUY BUEN AMBIENTE…,4
7331,El antiguo almacén de granos está muy bien adecuado como museo. La información está bien repartida para apreciar y aprender. Hay,4
7332, jóvenes que ofrecen explicar las diferentes salas y es un servicio gratuito.,4
7333,"Está super bin cuidada, esta muy grande. Tiene varias aulas, actividades para público en general y un mirador para que los turis",4
7334,tas puedan ver (tienes que ir después de las 7:30pm),4
7335,"Es una plaza preciosa muy bien conservada, es en punto de reunión en el centro de Guanajuato, llena de restaurantes y tiendas al",4
7336,rededor.,4
7337,"Toda pareja debe visitar este callejón y darse un beso, es romántica la historia y también el inicio de la historia que se forma",4
7338," en ese lugar, la mayoría de las callejoneadas termina aquí así que es mejor que regreses más tarde para que tengan la oportunid",4
7339,ad de darse un beso sin gente alrededor.,4
7340,"Jolgorio total diversidad culinaria y musical belleza arquitectónica identidad, estas en Mexico pero a la vez en un sitio cosmop",4
7341,olita.,4
7342,"Sin duda otro sitio que debes visitar en Guanajuato, la historia que envuelve este sitio es hermosa. Si vas en pareja es un siti",4
7343,o que estás obligado a conocer y cumplir con la tradición del beso en el escalón marcado. De día se puede apreciar mejor.,4
7344,"Desde el monumento al Pípila se puede tener una perfecta vista de Guanajuato. Muy bello de día o de noche, ahora cuenta con un f",4
7345,"unicular para poder subir hasta el sitio, recuerda llevar credenciales para poder tomar algun descuento en el servicio.",4
7346,Si vas a Guanajuato es indispensable conocerla . Es un precioso lugar para tomarte fotos de recuerdo.,4
7347,"Este lugar es un icono de nuestra independencia, por eso debemos de conocer su interior, el cual fue adaptado para subdividirla ",4
7348,en salas donde presentan la historia regional de Guanajuato desde sus orígenes (habitantes aborígenes) hasta que Miguel Hidalgo ,4
7349,"ataco la ciudad de Guanajuato precisamente en este lugar donde los españoles estaban resguardados, ahí también presentan la cron",4
7350,"ología de nuestra independencia, un mausoleo de los Héroes y una exposición de los primeros equipos de Beisbol.",4
7351,"No puede faltar al viajar a Guanajuato, una visita al callejón del beso, la leyenda de su nombre es similar a la de Romeo y Juli",4
7352,eta y qué mejor hacerlo de noche y en un paseo de estudiantina.,4
7353,Encontraras obras inéditas y podrás observar detalles del monumental mural que pinto en 1947. Solicita la visita guiada para apr,4
7354,eciar otros detalles interesantes.,4
7355,"Hermoso para caminar desde un çafecito, elote, nieve hasta restaurants de todo tipo y con el Teatro Juarez de vista me gusta cam",4
7356,inarlo de día y de noche!!,4
7357,Cuando visitas lugares como éstos te enorgullece ser mexicano. La vista de Guanajuato capital desde este punto es hermosa. Los c,4
7358,olores de los edificios combinados con los rayos del sol pintan un paisaje de postal. El monumento al Pípila es grandioso. El me,4
7359,rcadito es muy bueno con productos típicos y recuerdos de la región. La comida de los puestos sabrosa. Los baños es lo complicad,4
7360,"o, tienes que subir y bajar una larga escalinata. Ideal para que tomes una foto selfie, familiar, grupal y panorámica.",4
7361,"Por la noche se ve bellisima con las luces que la iluminan , en el dia en su interior un estilo muy antiguo pero hermoso, ubicad",4
7362,a en la avenida principal de Guanajuato.,4
7363,"En nuestro recorrido turístico por la bella ciudad de Guanajuato, fuimos a conocer el monumento al Pípila, el guía nos platicó s",4
7364,u historia bastante interesante. Las calles de Guanajuato son empinadas y lo mejor es hacer un recorrido de tour guiado para no ,4
7365,caminar tanto. Vale la pena ya estado aquí conocer la historia.,4
7366,Me gustó mucho el lugar ya que te habla de muchos sucesos que no mencionan en los libros y también las pinturas en las paredes m,4
7367,uy interesantes. Asistí un domingo donde la entrada es gratis.,4
7368,"Aquí hay de todo, desde recuerditos y comida hasta talabarterías. La comida es buena, y si van temprano en el exterior hay un me",4
7369,"nudo bien Bueno!.....también afuera están los de los Panes muy ricos, y deben de probas los gusanitos son un estilo galletas muy",4
7370, ricas. Adentro puedes encontrar buena cantidad de recuerdos para llevar.,4
7371,"Es un lugar muy especial, mágico, todo Guanajuato. Sin embargo el Callejón del Beso encanta por su historia. Si vas en pareja no",4
7372, debes perdértelo y si vas sin compañía... pues igual debes ir a verlo.,4
7373,No conocía la historia del callejón. Tienes que subir al tercer escalón y besarte. Lugar emblemático y lindo.,4
7374,Una de las mejores vistas panorámicas de México y el mundo. De noche es el mejor espectáculo con todas las luces de la ciudad. M,4
7375,uy romántico para llevar a tu pareja. Hay que llevar chanarra en la noche porque sopla un viento frio.,4
7376,"¡Algo especial y único! ¡Puedes sentir ese miedo por el tipo de cosas que son! ¡Si van a Guanajuato tienen que ir al museo, se l",4
7377,os recomiendo!,4
7378,Guanajuato es difícil sino imposible disfrutar sin ser asaltado por guías que realmente pueden llegar a ser agobiantes. En las e,4
7379,"scaleras la universidad, preciosas, no pude evadir a uno que hablaba y hablaba, haciendo imposible que puedas seguir y disfrutar",4
7380," el lugar. Quizá es mejor correr el riesgo de lucir descortés, avanzar sin mirar a nadie y así poder disfrutar del lugar.",4
7381,Una visita obligada en tu estancia en gto Locales muy tradicionales y pintorescos Con amplia oferta de alimentos y productos típ,4
7382,icos Un ambiente totalmente festivo en toda ocasión No dejes de visitar la parte superior y admirar su estructura.,4
7383,"El tema no deja de ser escatológico, pero el proceso de momificación impacta, especialmente a los niños. La fila para entrar, mu",4
7384,y lenta. Paseo de 1 hora.,4
7385,"Me gusto en todos los aspectos, desde su arquitectura, su historia y la gran influencia en la cultura de nuestro pais. Un digno ",4
7386,recinto.,4
7387,"Muy padre en las noches hay un ambiente excelente, desde la tarde, bueno todo el dia esta lleno de gente.",4
7388,"El callejón del beso es sin duda el lugar mas concurrido de todo Guanajuato, que no es mas que un callejón muy estrecho, donde c",4
7389,"asi las plantas altas de dos casas se juntan, pero lo que lo hace especial es la leyenda de este lugar... Cuentan que hace muchí",4
7390,"simos años existían 2 enamorados; Ana y Carlos, Ana era hija de un rico y Carlos era un pobre minero, por lo que el padre de Ana",4
7391," no estaba de acuerdo en su relación, y un día los sorprendió que usaban los balcones de ese callejón para verse, por lo que un ",4
7392,"día mientras estaban juntos en ese lugar, el padre de Ana enfurecido, con un puñal en mano, llegó hacia donde Ana y lo clavó en ",4
7393,"su nuca, Carlos la tenia tomada de la mano y sintió como su cuerpo caía lentamente, mientras él beso su mano, y la sangre de Ana",4
7394," cayó en el 3er escalón de ese callejon por eso dicen que los enamorados, deben besarse en ese escalón para la suerte en el amor",4
7395,.,4
7396,"Para disfrutar ese estilo barroco, sus butacas durante una obra de teatro, por decir en El Cervantino cada Octubre.",4
7397,"Es un lugar obligado para visitar Guanajuato, hay personas que
te explican la hstoria. Puedes tomar fotos desde el balcon o
desd",4
